tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,2017,4,135.63,32211,30466,"Las Vegas, NV","Phoenix, AZ",19393,WN,53820,0.3565,140.26,75,0.1994,275,0.0665,0.1132,"Las Vegas, NV
(36.169202, -115.140597)","Phoenix, AZ
(30.406931, -87.217578)",20174322113046619393WN
Table 5,2018,3,272.92,30194,31834,"Dallas/Fort Worth, TX","Fayetteville, AR",19805,AA,9790,0.5018,289.82,175,0.0511,325,0.1185,0.0827,,,20183301943183419805AA
Table 5,2017,4,135.63,32211,30466,"Las Vegas, NV","Phoenix, AZ",19805,AA,20380,0.135,135.73,75,0.0942,200,0.1241,0.0707,"Las Vegas, NV
(36.169202, -115.140597)","Phoenix, AZ
(30.406931, -87.217578)",20174322113046619805AA
Table 5,2017,4,117.3,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19393,WN,167980,0.2726,119.73,75,0.2672,175,0.1043,0.0659,"Las Vegas, NV
(36.169202, -115.140597)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20174322113245719393WN
Table 5,2017,4,118.2,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",19393,WN,143440,0.2706,130.59,75,0.2285,275,0.0742,0.1544,"Las Vegas, NV
(36.169202, -115.140597)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",20174322113257519393WN
Table 5,2017,4,117.96,32211,33570,"Las Vegas, NV","San Diego, CA",19393,WN,50510,0.4111,122.02,75,0.2122,275,0.0542,0.0818,"Las Vegas, NV
(36.169202, -115.140597)","San Diego, CA
(32.71576, -117.163817)",20174322113357019393WN
Table 5,2017,4,126.55,32211,34614,"Las Vegas, NV","Salt Lake City, UT",19393,WN,20330,0.2117,118.29,75,0.3296,200,0.1067,0.0605,"Las Vegas, NV
(36.169202, -115.140597)","Salt Lake City, UT
(40.758478, -111.888142)",20174322113461419393WN
Table 5,2017,4,126.55,32211,34614,"Las Vegas, NV","Salt Lake City, UT",19790,DL,24790,0.2581,138.62,75,0.1517,225,0.0537,0.0863,"Las Vegas, NV
(36.169202, -115.140597)","Salt Lake City, UT
(40.758478, -111.888142)",20174322113461419790DL
Table 5,2017,4,85.65,32211,34716,"Las Vegas, NV","Stockton, CA",20368,G4,10810,0.4954,87.04,75,0.4662,150,0.0592,0,"Las Vegas, NV
(36.169202, -115.140597)","Stockton, CA
(37.957541, -121.292451)",20174322113471620368G4
Table 5,2017,4,302.64,32337,34100,"Indianapolis, IN","Philadelphia, PA",19805,AA,13670,0.4129,317.04,200,0.1017,400,0.1719,0.0198,"Indianapolis, IN
(39.76845, -86.156212)","Philadelphia, PA
(39.951061, -75.16562)",20174323373410019805AA
Table 5,2017,4,117.02,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",19393,WN,7450,0.1155,92.95,75,0.4685,200,0.0644,0,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Orlando, FL
(28.538331, -81.378879)",20174324673145419393WN
Table 5,2017,4,117.02,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",19805,AA,18090,0.2804,144.07,75,0.1133,175,0.1692,0.1095,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Orlando, FL
(28.538331, -81.378879)",20174324673145419805AA
Table 5,2017,4,135.04,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",19393,WN,19300,0.2286,127.58,75,0.3513,275,0.086,0.1549,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20174324673319519393WN
Table 5,2017,4,135.04,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",19805,AA,22260,0.2636,144.62,75,0.1757,250,0.1087,0.1509,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20174324673319519805AA
Table 5,2017,4,119.8,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",19393,WN,640490,0.2942,121.67,75,0.2729,250,0.0533,0.0721,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20174325753245719393WN
Table 5,2017,4,128.38,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",19393,WN,236670,0.4109,131.81,75,0.2461,275,0.0515,0.1148,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Sacramento, CA
(38.582087, -121.50012)",20174325753319219393WN
Table 5,2017,4,136.09,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",19790,DL,80080,0.2226,160.53,75,0.0832,225,0.0624,0.1596,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Salt Lake City, UT
(40.758478, -111.888142)",20174325753461419790DL
Table 5,2017,4,136.09,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",20409,B6,38990,0.1084,106.97,75,0.2419,175,0.0582,0.0146,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Salt Lake City, UT
(40.758478, -111.888142)",20174325753461420409B6
Table 5,2017,4,139.12,32575,34922,"Los Angeles, CA (Metropolitan Area)","Salinas/Monterey, CA",19977,UA,9180,0.5022,138.86,100,0.415,275,0.0588,0.0196,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Salinas/Monterey, CA
(36.676795, -121.656421)",20174325753492219977UA
Table 5,2017,4,260.61,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19790,DL,8060,0.1777,278.7,175,0.1079,350,0.0633,0.0335,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20174330443170319790DL
Table 5,2017,4,260.61,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19805,AA,6600,0.1455,233.26,150,0.0803,325,0.0848,0.0379,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20174330443170319805AA
Table 5,2017,4,260.61,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19977,UA,6500,0.1433,273.19,175,0.0723,475,0.0538,0.0277,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20174330443170319977UA
Table 5,2017,4,130.84,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",19393,WN,13650,0.1591,102.81,75,0.3692,200,0.0659,0.0037,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20174331053085219393WN
Table 5,2017,4,130.84,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",19790,DL,15120,0.1763,146.7,75,0.125,225,0.0542,0.0959,"Cincinnati, OH
(39.104427, -84.513808)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20174331053085219790DL
Table 5,2017,4,87.37,33105,34761,"Cincinnati, OH","Sanford, FL",20368,G4,9100,0.5019,87.19,75,0.4769,125,0.1242,0,"Cincinnati, OH
(39.104427, -84.513808)","Sanford, FL
(37.78008, -122.420168)",20174331053476120368G4
Table 5,2017,4,122.83,33192,33570,"Sacramento, CA","San Diego, CA",19393,WN,84270,0.4297,123.86,75,0.2199,225,0.0598,0.0545,"Sacramento, CA
(38.582087, -121.50012)","San Diego, CA
(32.71576, -117.163817)",20174331923357019393WN
Table 5,2017,4,137.75,33264,34057,"Medford, OR","Portland, OR",19930,AS,9950,0.5116,135.67,75,0.0583,225,0.0704,0.0302,"Medford, OR
(42.064492, -87.93678)","Portland, OR
(45.516018, -122.681425)",20174332643405719930AS
Table 5,2017,4,126.13,33342,30693,"Milwaukee, WI","Nashville, TN",19393,WN,8540,0.3653,106.39,75,0.315,200,0.0679,0.0035,"Milwaukee, WI
(43.041072, -87.909421)","Nashville, TN
(36.166687, -86.779932)",20174333423069319393WN
Table 5,2017,4,287.99,33342,34100,"Milwaukee, WI","Philadelphia, PA",19805,AA,9730,0.4431,292.86,200,0.0822,350,0.074,0.0154,"Milwaukee, WI
(43.041072, -87.909421)","Philadelphia, PA
(39.951061, -75.16562)",20174333423410019805AA
Table 5,2017,4,267.98,33485,30852,"Madison, WI","Washington, DC (Metropolitan Area)",19790,DL,7290,0.34,272.59,175,0.0933,375,0.0549,0.0206,"Madison, WI
(43.073926, -89.385244)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20174334853085219790DL
Table 5,2017,4,126.29,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",19393,WN,229850,0.3468,126.53,75,0.2268,250,0.0511,0.0754,"San Diego, CA
(32.71576, -117.163817)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20174335703245719393WN
Table 5,2017,4,126.25,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19393,WN,75080,0.1874,118.93,75,0.3243,200,0.0629,0.0691,"Portland, OR
(45.516018, -122.681425)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20174340573245719393WN
Table 5,2017,4,126.25,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19930,AS,92180,0.2301,123.39,75,0.2774,200,0.0823,0.0678,"Portland, OR
(45.516018, -122.681425)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20174340573245719930AS
Table 5,2017,4,298.84,34100,30198,"Philadelphia, PA","Pittsburgh, PA",19805,AA,15680,0.4765,306.41,125,0.0517,400,0.0529,0.1728,"Philadelphia, PA
(39.951061, -75.16562)","Pittsburgh, PA
(40.442169, -79.994945)",20174341003019819805AA
Table 5,2017,4,135.65,34489,30559,"Bend/Redmond, OR","Seattle, WA",19930,AS,7550,0.4185,134.82,75,0.1934,250,0.057,0.0728,"Bend/Redmond, OR
(29.721576, -99.071062)","Seattle, WA
(47.603229, -122.33028)",20174344893055919930AS
Table 5,2017,4,121.63,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19393,WN,16370,0.3166,103.19,75,0.3543,175,0.1796,0,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20174345703245719393WN
Table 5,2018,3,287.36,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",19805,AA,10210,0.3915,314.83,175,0.0578,425,0.0862,0.0735,,,20183301943304419805AA
Table 5,2017,4,121.63,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19930,AS,6790,0.1313,102.78,75,0.327,175,0.0839,0.0206,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20174345703245719930AS
Table 5,2018,1,130.49,30140,30325,"Albuquerque, NM","Denver, CO",19393,WN,9680,0.279,135.11,75,0.1209,275,0.0599,0.1302,"Albuquerque, NM
(35.084248, -106.649241)","Denver, CO
(39.738453, -104.984853)",20181301403032519393WN
Table 5,2018,1,130.49,30140,30325,"Albuquerque, NM","Denver, CO",19977,UA,7270,0.2096,125.2,75,0.3246,175,0.0715,0.0853,"Albuquerque, NM
(35.084248, -106.649241)","Denver, CO
(39.738453, -104.984853)",20181301403032519977UA
Table 5,2018,1,132.5,30140,30466,"Albuquerque, NM","Phoenix, AZ",19393,WN,28020,0.405,130.79,75,0.2752,275,0.0632,0.0839,"Albuquerque, NM
(35.084248, -106.649241)","Phoenix, AZ
(30.406931, -87.217578)",20181301403046619393WN
Table 5,2018,1,135.27,30140,33570,"Albuquerque, NM","San Diego, CA",19393,WN,12480,0.389,139.04,75,0.1915,200,0.0505,0.1386,"Albuquerque, NM
(35.084248, -106.649241)","San Diego, CA
(32.71576, -117.163817)",20181301403357019393WN
Table 5,2018,1,282.08,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",19805,AA,9390,0.4102,296.79,175,0.0532,400,0.099,0.0319,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Louisville, KY
(38.256078, -85.751569)",20181301943304419805AA
Table 5,2018,1,346.56,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19790,DL,3670,0.1437,331.77,200,0.1608,400,0.0736,0.049,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20181302553085219790DL
Table 5,2018,1,346.56,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19805,AA,8740,0.3422,348.87,150,0.0904,450,0.0801,0.2094,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20181302553085219805AA
Table 5,2018,1,135.9,30325,32211,"Denver, CO","Las Vegas, NV",19393,WN,56970,0.2816,133.8,75,0.1639,200,0.0546,0.0992,"Denver, CO
(39.738453, -104.984853)","Las Vegas, NV
(36.169202, -115.140597)",20181303253221119393WN
Table 5,2018,1,135.9,30325,32211,"Denver, CO","Las Vegas, NV",19977,UA,26220,0.1296,160.24,75,0.1018,225,0.0652,0.1617,"Denver, CO
(39.738453, -104.984853)","Las Vegas, NV
(36.169202, -115.140597)",20181303253221119977UA
Table 5,2018,1,386.35,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",19977,UA,7770,0.3783,413.96,175,0.0811,450,0.1068,0.1802,"Aspen, CO
(39.190665, -106.819201)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",20181303723257519977UA
Table 5,2018,1,316.62,30397,30693,"Atlanta, GA (Metropolitan Area)","Nashville, TN",19790,DL,11050,0.4769,324.01,200,0.0787,500,0.0579,0.0154,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Nashville, TN
(36.166687, -86.779932)",20181303973069319790DL
Table 5,2018,1,298.44,30397,30994,"Atlanta, GA (Metropolitan Area)","Charleston, SC",19790,DL,8760,0.496,300.47,175,0.0559,425,0.1575,0.008,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Charleston, SC
(32.77647, -79.931027)",20181303973099419790DL
Table 5,2018,1,290.82,30397,32600,"Atlanta, GA (Metropolitan Area)","Little Rock, AR",19790,DL,6820,0.4226,305.54,100,0.0513,425,0.0645,0.4897,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Little Rock, AR
(34.748745, -92.275105)",20181303973260019790DL
Table 5,2018,1,268.96,30397,33044,"Atlanta, GA (Metropolitan Area)","Louisville, KY",19790,DL,11590,0.4746,274.17,125,0.0604,450,0.0544,0.1821,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Louisville, KY
(38.256078, -85.751569)",20181303973304419790DL
Table 5,2018,1,273.91,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,DL,16840,0.4746,278.97,125,0.0594,450,0.0534,0.2476,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)",20181303973310519790DL
Table 5,2018,1,289.88,30397,33244,"Atlanta, GA (Metropolitan Area)","Memphis, TN",19790,DL,15590,0.4579,303.21,125,0.077,500,0.0603,0.3316,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Memphis, TN
(35.143378, -90.052136)",20181303973324419790DL
Table 5,2018,3,327.08,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19790,DL,3390,0.125,330.37,200,0.233,400,0.0501,0.0649,,,20183302553085219790DL
Table 5,2018,1,265.92,30397,34986,"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",19790,DL,7450,0.4924,266.75,150,0.0725,375,0.0591,0.0403,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Sarasota/Bradenton, FL
(27.336483, -82.538602)",20181303973498619790DL
Table 5,2018,1,120.25,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",20368,G4,9020,0.4301,90.75,75,0.4202,150,0.0798,0.0111,"Asheville, NC
(35.595889, -82.550039)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",20181304313246720368G4
Table 5,2018,1,77.6,30466,34314,"Phoenix, AZ","Provo, UT",20368,G4,10750,0.4988,77.85,75,0.5805,125,0.0819,0,"Phoenix, AZ
(30.406931, -87.217578)","Provo, UT
(41.824461, -71.412747)",20181304663431420368G4
Table 5,2018,1,267.49,30599,32467,"Birmingham, AL","Miami, FL (Metropolitan Area)",19790,DL,2870,0.1722,292.87,150,0.0592,350,0.0732,0.0976,"Birmingham, AL
(33.522859, -86.807705)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",20181305993246719790DL
Table 5,2018,1,267.49,30599,32467,"Birmingham, AL","Miami, FL (Metropolitan Area)",19805,AA,3480,0.2088,261.16,175,0.1063,350,0.0546,0.0144,"Birmingham, AL
(33.522859, -86.807705)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",20181305993246719805AA
